	Participant ID	Slide Nr.	Learning Style Dimension	Content per AOI	Total_duration_of_fixations	Average_duration_of_fixations	Minimum_duration_of_fixations	Maximum_duration_of_fixations	Number_of_fixations	Time_to_first_fixation	Duration_of_first_fixation	Last_AOI_viewed	Average_pupil_diameter	Total_duration_of_whole_fixations	Average_duration_of_whole_fixations	Minimum_duration_of_whole_fixations	Maximum_duration_of_whole_fixations	Number_of_whole_fixations	Time_to_first_whole_fixation	Duration_of_first_whole_fixation	Average_whole-fixation_pupil_diameter	Total_duration_of_Visit	Average_duration_of_Visit	Minimum_duration_of_Visit	Maximum_duration_of_Visit	Number_of_Visits	Time_to_first_Visit	Duration_of_first_Visit	Total_duration_of_Glances	Average_duration_of_Glances	Minimum_duration_of_Glances	Maximum_duration_of_Glances	Number_of_Glances	Time_to_first_Glance	Duration_of_first_Glance	Number_of_mouse_clicks	Number_of_saccades_in_AOI	Time_to_entry_saccade	Time_to_exit_saccade	Peak_velocity_of_entry_saccade	Peak_velocity_of_exit_saccade
2478	89	10.0	Process	Theory	3092	221.0	76.0	424.0	14	106.0	80.0	Exercise	3,17067	3092	221.0	76.0	424.0	14	106.0	80.0	3,17067	3560	890.0	80.0	2624.0	4	106.0	80.0	3740	935.0	96.0	2668.0	4	90.0	96.0	0	8	986.0	186.0	266,08	254,87
2479	89	13.0	Input	Key words	3636	202.0	72.0	480.0	18	363.0	72.0	Key words	3,03037	2504	228.0	92.0	480.0	11	1467.0	200.0	3,02255	6552	2184.0	732.0	3444.0	3	363.0	2376.0	6600	2200.0	744.0	3480.0	3	363.0	2376.0	0	5	3935.0	2739.0	214,93	151,86
2480	89	13.0	Input	Illustrations	1472	245.0	100.0	420.0	6	2775.0	148.0	Key words	2,98606	980	245.0	108.0	420.0	4	2775.0	148.0	3,0028	2368	1184.0	1160.0	1208.0	2	2775.0	1160.0	2404	1202.0	1196.0	1208.0	2	2739.0	1196.0	0	2	2739.0	3935.0	151,86	214,93
2482	89	16.0	Process	Exercise	13460	160.0	64.0	340.0	84	2652.0	264.0	Exercise	3,07053	6972	205.0	100.0	340.0	34	2652.0	264.0	3,10313	26488	8829.0	100.0	26124.0	3	2652.0	264.0	26548	8849.0	124.0	26152.0	3	2644.0	272.0	0	32	14116.0	2916.0	141,25	232,87
2481	89	16.0	Process	Example	964	193.0	108.0	292.0	5	1684.0	292.0	Exercise	3,18669	964	193.0	108.0	292.0	5	1684.0	292.0	3,18669	1172	586.0	292.0	880.0	2	1684.0	292.0	1252	626.0	324.0	928.0	2	1652.0	324.0	0	2	3540.0	1976.0	209,4	196,01
2483	89	16.0	Process	Theory	5608	170.0	64.0	368.0	33	2008.0	360.0	Exercise	3,04356	4220	201.0	76.0	368.0	21	2008.0	360.0	3,06261	10732	3577.0	584.0	9560.0	3	2008.0	584.0	10872	3624.0	616.0	9632.0	3	1976.0	616.0	0	14	1976.0	3540.0	196,01	209,4
2485	89	19.0	Input	Illustrations	2710	181.0	38.0	512.0	15	170.0	84.0	Illustrations	3,02593	2344	213.0	72.0	512.0	11	306.0	240.0	3,03421	3542	708.0	38.0	2556.0	5	170.0	2556.0	3586	717.0	38.0	2556.0	5	170.0	2556.0	0	4		2726.0		213,89
2484	89	19.0	Input	Key words	3132	261.0	104.0	768.0	12	2774.0	104.0	Illustrations	2,8754	1160	166.0	104.0	272.0	7	2774.0	104.0	2,8726	4148	1037.0	228.0	2280.0	4	2774.0	812.0	4196	1049.0	228.0	2280.0	4	2726.0	860.0	0	5	2726.0	8942.0	213,89	234,41
2486	89	22.0	Process	Example	9632	166.0	60.0	352.0	58	9254.0	212.0	Exercise	2,94549	5320	177.0	60.0	352.0	30	9254.0	212.0	2,96137	15656	7828.0	976.0	14680.0	2	9254.0	976.0	15700	7850.0	1004.0	14696.0	2	9226.0	1004.0	0	27	9226.0	10230.0	156,68	158,74
2487	89	22.0	Process	Exercise	13294	170.0	22.0	424.0	78	0.0	22.0	Exercise	3,06698	9924	184.0	60.0	424.0	54	4158.0	216.0	3,074	25421	5084.0	22.0	22872.0	5	0.0	22.0	25441	5088.0	22.0	22872.0	5	0.0	22.0	0	38	48785.0	1114.0	114,39	173
2488	89	22.0	Process	Theory	4992	185.0	64.0	408.0	27	1146.0	268.0	Exercise	3,00248	3996	210.0	84.0	408.0	19	1146.0	268.0	3,00633	7048	3524.0	2744.0	4304.0	2	1146.0	2744.0	7080	3540.0	2776.0	4304.0	2	1114.0	2776.0	0	17	1114.0	9226.0	173	156,68
2489	89	25.0	Perception	Multiple choice question	13856	178.0	60.0	400.0	78	713.0	72.0	Supporting text	2,94836	9340	187.0	64.0	400.0	50	713.0	72.0	2,96685	26196	4366.0	172.0	13432.0	6	713.0	1104.0	26332	4389.0	172.0	13464.0	6	669.0	1148.0	0	39	669.0	1817.0	229,36	37,58
2490	89	25.0	Perception	Supporting text	1985	142.0	64.0	245.0	14	485.0	184.0	Supporting text	3,07883	696	174.0	88.0	228.0	4	485.0	184.0	3,12286	6129	1532.0	184.0	4889.0	4	485.0	184.0	6273	1568.0	244.0	4901.0	4	425.0	244.0	0	2	29536.0	669.0	176,76	229,36
2491	89	28.0	Perception	Multiple choice question	12552	172.0	60.0	820.0	73	402.0	304.0	Multiple choice question	3,07272	9908	191.0	64.0	820.0	52	402.0	304.0	3,09792	24564	6141.0	304.0	20068.0	4	402.0	304.0	24716	6179.0	348.0	20112.0	4	358.0	348.0	0	25	358.0	706.0	227,22	249,73
2492	89	28.0	Perception	Supporting text	2532	169.0	64.0	220.0	15	750.0	64.0	Multiple choice question	2,99977	2016	168.0	64.0	216.0	12	750.0	64.0	3,00354	3276	819.0	64.0	2192.0	4	750.0	64.0	3336	834.0	108.0	2192.0	4	706.0	108.0	0	10	706.0	814.0	249,73	52,69
2493	89	31.0	Perception	First additional material	3320	158.0	72.0	388.0	21	243.0	112.0	First additional material	3,07705	1000	143.0	72.0	252.0	7	387.0	252.0	3,14727	5360	766.0	112.0	1412.0	7	243.0	396.0	5436	777.0	128.0	1452.0	7	243.0	396.0	0	6	32906.0	639.0	224,96	225,88
2494	89	31.0	Perception	Second additional material	5024	152.0	60.0	356.0	33	3635.0	80.0	First additional material	3,02427	2856	168.0	76.0	332.0	17	3635.0	80.0	3,05857	7296	1459.0	528.0	3172.0	5	3635.0	812.0	7416	1483.0	556.0	3232.0	5	3611.0	836.0	0	16	3611.0	11635.0	167,51	266,23
2495	89	31.0	Perception	Third additional material	10164	192.0	68.0	748.0	53	5595.0	156.0	First additional material	3,00238	7960	209.0	84.0	748.0	38	5595.0	156.0	3,01834	15412	2202.0	248.0	10656.0	7	5595.0	928.0	15692	2242.0	272.0	10704.0	7	5547.0	976.0	0	32	5547.0	6523.0	299,22	185,71
2521	90	4.0	Understanding	Summary	6580	160.0	60.0	552.0	41	13087.0	96.0	Summary	3,10461	4000	222.0	68.0	552.0	18	13759.0	156.0	3,08669	19784	9892.0	96.0	19688.0	2	13087.0	96.0	19804	9902.0	96.0	19708.0	2	13087.0	96.0	0	15	13739.0	13183.0	76,56	149,98
2520	90	4.0	Understanding	Table of contents	6192	151.0	64.0	320.0	41	503.0	72.0	Summary	3,18621	3148	175.0	64.0	320.0	18	3763.0	116.0	3,16021	12488	12488.0	12488.0	12488.0	1	503.0	12488.0	12488	12488.0	12488.0	12488.0	1	503.0	12488.0	0	14				
2523	90	7.0	Input	Illustrations	3332	151.0	60.0	496.0	22	815.0	72.0	Illustrations	3,12782	1172	234.0	148.0	496.0	5	12771.0	496.0	3,102	10568	1761.0	72.0	4788.0	6	815.0	72.0	10668	1778.0	72.0	4788.0	6	815.0	72.0	0	3	12735.0		269,96	
2522	90	7.0	Input	Key words	2372	237.0	96.0	384.0	10	9267.0	144.0	Illustrations	3,06703	1860	266.0	104.0	384.0	7	10847.0	236.0	3,05294	3668	1223.0	96.0	3468.0	3	9267.0	3468.0	3716	1239.0	112.0	3484.0	3	9251.0	3484.0	0	6		12735.0		269,96
2526	90	10.0	Process	Theory	11116	174.0	60.0	576.0	64	222.0	108.0	Theory	3,12465	6200	200.0	68.0	348.0	31	4798.0	132.0	3,10392	20960	3493.0	132.0	18760.0	6	222.0	240.0	21024	3504.0	172.0	18784.0	6	222.0	240.0	0	19	4758.0	4550.0	242,95	142,46
2525	90	10.0	Process	Exercise	22588	161.0	60.0	500.0	140	25162.0	76.0	Theory	3,12023	14728	189.0	64.0	500.0	78	26554.0	344.0	3,1217	54597	18199.0	72.0	51973.0	3	25162.0	2552.0	54629	18210.0	72.0	52005.0	3	25162.0	2552.0	0	56	27978.0	27714.0	155,14	163,28
2524	90	10.0	Process	Example	14236	187.0	60.0	500.0	76	80055.0	116.0	Theory	3,16777	10796	204.0	60.0	500.0	53	80055.0	116.0	3,1673	20404	20404.0	20404.0	20404.0	1	80055.0	20404.0	20420	20420.0	20420.0	20420.0	1	80039.0	20420.0	0	34				
2528	90	13.0	Input	Illustrations	632	158.0	68.0	244.0	4	3704.0	244.0	Key words	3,11084	320	160.0	140.0	180.0	2	7964.0	140.0	3,17536	1180	590.0	244.0	936.0	2	3704.0	244.0	1276	638.0	264.0	1012.0	2	3684.0	264.0	0	0	7888.0		465,7	
2527	90	13.0	Input	Key words	788	197.0	68.0	348.0	4	1916.0	348.0	Key words	3,1695	0				0				1072	536.0	68.0	1004.0	2	1916.0	1004.0	1096	548.0	92.0	1004.0	2	1916.0	1004.0	0	0				
2531	90	16.0	Process	Theory	10260	174.0	60.0	372.0	59	19234.0	308.0	Theory	3,06368	5336	184.0	72.0	372.0	29	19234.0	308.0	3,06876	17644	4411.0	92.0	15300.0	4	19234.0	308.0	17748	4437.0	100.0	15384.0	4	19222.0	320.0	0	26		38811.0		507,27
2529	90	16.0	Process	Example	5244	164.0	68.0	380.0	32	4146.0	112.0	Theory	3,04371	2336	167.0	76.0	380.0	14	7122.0	108.0	3,01279	14768	2954.0	260.0	10276.0	5	4146.0	3084.0	14844	2969.0	264.0	10284.0	5	4114.0	3116.0	0	12	4114.0	8466.0	198,95	276,2
2530	90	16.0	Process	Exercise	27724	174.0	64.0	532.0	159	38867.0	236.0	Theory	3,17619	19328	197.0	68.0	532.0	98	38867.0	236.0	3,18485	52177	17392.0	2024.0	30540.0	3	38867.0	30540.0	52325	17442.0	2040.0	30596.0	3	38811.0	30596.0	0	70	38811.0	69407.0	507,27	571,22
2532	90	19.0	Input	Key words	1636	164.0	92.0	400.0	10	2743.0	92.0	Key words	2,9624	808	202.0	100.0	400.0	4	6359.0	100.0	2,85937	2908	582.0	212.0	1504.0	5	2743.0	1504.0	3008	602.0	212.0	1548.0	5	2699.0	1548.0	0	2	2699.0	6807.0	264,28	335,84
2533	90	19.0	Input	Illustrations	3228	248.0	68.0	760.0	13	299.0	92.0	Key words	2,95574	2220	247.0	68.0	760.0	9	2027.0	108.0	2,90675	3560	593.0	92.0	1188.0	6	299.0	92.0	3604	601.0	92.0	1216.0	6	299.0	92.0	0	4	6807.0	2699.0	335,84	264,28
2536	90	22.0	Process	Theory	4348	167.0	64.0	376.0	26	34221.0	184.0	Exercise	3,03608	3120	195.0	124.0	376.0	16	34221.0	184.0	3,03617	11084	11084.0	11084.0	11084.0	1	34221.0	11084.0	11108	11108.0	11108.0	11108.0	1	34197.0	11108.0	0	14				
2535	90	22.0	Process	Exercise	12432	180.0	60.0	504.0	69	561.0	152.0	Exercise	3,0881	7676	197.0	64.0	448.0	39	3657.0	180.0	3,07851	29909	5982.0	144.0	27364.0	5	561.0	152.0	29949	5990.0	152.0	27392.0	5	561.0	152.0	0	22	4693.0	4393.0	211,29	162,09
2534	90	22.0	Process	Example	9412	181.0	64.0	564.0	52	48401.0	64.0	Exercise	3,12927	5724	191.0	68.0	564.0	30	49597.0	352.0	3,10355	20312	10156.0	1548.0	18764.0	2	48401.0	1548.0	20376	10188.0	1548.0	18828.0	2	48401.0	1548.0	0	18	50165.0		575,2	
2538	90	25.0	Perception	Supporting text	13828	189.0	60.0	464.0	73	404.0	148.0	Multiple choice question	3,03007	10692	206.0	60.0	464.0	52	828.0	440.0	3,02827	28916	4819.0	308.0	19888.0	6	404.0	2656.0	28976	4829.0	316.0	19900.0	6	404.0	2656.0	0	37	4100.0	3060.0	43,56	102,7
2537	90	25.0	Perception	Multiple choice question	20416	166.0	60.0	416.0	123	27257.0	164.0	Multiple choice question	3,06446	10592	193.0	68.0	416.0	55	27757.0	104.0	3,05216	39853	6642.0	2000.0	16544.0	6	27257.0	4872.0	39993	6665.0	2000.0	16560.0	6	27257.0	4872.0	0	46	57289.0	44813.0	457,78	193,28
2540	90	28.0	Perception	Supporting text	8044	149.0	60.0	404.0	54	27199.0	92.0	Supporting text	3,02039	3560	198.0	100.0	352.0	18	31327.0	104.0	2,99625	23504	3917.0	72.0	20936.0	6	27199.0	20936.0	23524	3921.0	80.0	20936.0	6	27199.0	20936.0	0	15		48136.0		464,73
2539	90	28.0	Perception	Multiple choice question	8283	140.0	7.0	372.0	59	0.0	7.0	Supporting text	3,01647	3560	170.0	64.0	372.0	21	1551.0	96.0	2,99524	24651	3522.0	60.0	15227.0	7	0.0	15227.0	24755	3536.0	60.0	15227.0	7	0.0	15227.0	0	11	48136.0	15227.0	464,73	134,92
2543	90	31.0	Perception	Third additional material	15956	197.0	60.0	576.0	81	36144.0	72.0	Third additional material	3,03569	13940	214.0	60.0	576.0	65	37352.0	120.0	3,02796	28492	14246.0	72.0	28420.0	2	36144.0	72.0	28504	14252.0	72.0	28432.0	2	36144.0	72.0	0	47		36216.0		127,42
2542	90	31.0	Perception	Second additional material	2880	169.0	64.0	292.0	17	20640.0	144.0	Third additional material	3,02625	1204	241.0	208.0	292.0	5	32972.0	248.0	3,06373	5860	837.0	76.0	2292.0	7	20640.0	144.0	5896	842.0	76.0	2292.0	7	20632.0	152.0	0	4	36216.0	24740.0	127,42	57,75
2541	90	31.0	Perception	First additional material	7920	203.0	64.0	408.0	39	3391.0	96.0	Third additional material	2,93501	5416	217.0	64.0	408.0	25	7255.0	236.0	2,92719	15704	3926.0	96.0	14796.0	4	3391.0	96.0	15704	3926.0	96.0	14796.0	4	3391.0	96.0	0	17				
2545	91	4.0	Understanding	Summary	9744	174.0	64.0	340.0	56	6296.0	208.0	Summary	2,72648	9744	174.0	64.0	340.0	56	6296.0	208.0	2,72648	12312	6156.0	1508.0	10804.0	2	6296.0	1508.0	12460	6230.0	1584.0	10876.0	2	6220.0	1584.0	0	48	10068.0	7804.0	451,89	403,9
2544	91	4.0	Understanding	Table of contents	4952	183.0	68.0	396.0	27	1608.0	396.0	Summary	2,74193	4952	183.0	68.0	396.0	27	1608.0	396.0	2,74193	6436	2145.0	828.0	3436.0	3	1608.0	828.0	6588	2196.0	880.0	3444.0	3	1556.0	880.0	0	22	7804.0	2436.0	403,9	80,57
2546	91	7.0	Input	Key words	1092	156.0	76.0	256.0	7	1670.0	76.0	Illustrations	2,67261	856	171.0	80.0	256.0	5	3310.0	80.0	2,6571	2660	2660.0	2660.0	2660.0	1	1670.0	2660.0	2660	2660.0	2660.0	2660.0	1	1670.0	2660.0	0	4				
2547	91	7.0	Input	Illustrations	800	133.0	96.0	212.0	6	306.0	96.0	Illustrations	2,75223	604	151.0	112.0	212.0	4	4458.0	116.0	2,69956	1148	574.0	296.0	852.0	2	306.0	296.0	1192	596.0	296.0	896.0	2	306.0	296.0	0	1				
2548	91	10.0	Process	Example	3220	140.0	84.0	240.0	23	2875.0	148.0	Theory	2,68832	3104	141.0	84.0	240.0	22	2875.0	148.0	2,68278	4748	1583.0	272.0	3872.0	3	2875.0	272.0	4960	1653.0	348.0	3924.0	3	2799.0	348.0	0	8	2799.0	5555.0	266,19	252,96
2550	91	10.0	Process	Theory	13476	185.0	64.0	624.0	73	903.0	452.0	Theory	2,69117	10932	182.0	64.0	624.0	60	2267.0	200.0	2,67231	19720	1409.0	64.0	12980.0	14	903.0	452.0	20052	1432.0	88.0	13016.0	14	903.0	452.0	0	46	2211.0	1355.0	184,81	147,28
2549	91	10.0	Process	Exercise	36379	172.0	64.0	612.0	212	21243.0	252.0	Theory	2,66561	32579	178.0	64.0	612.0	183	21243.0	252.0	2,66517	58419	4868.0	100.0	24843.0	12	21243.0	252.0	58679	4890.0	112.0	24843.0	12	21215.0	280.0	0	113	26627.0	21495.0	55,05	200,5
2551	91	13.0	Input	Key words	2825	283.0	104.0	452.0	10	675.0	104.0	Key words	2,62222	1796	299.0	104.0	452.0	6	675.0	104.0	2,6236	3341	1114.0	332.0	2052.0	3	675.0	2052.0	3453	1151.0	376.0	2080.0	3	647.0	2080.0	0	5	4803.0	3299.0	127,27	329,74
2552	91	13.0	Input	Illustrations	388	388.0	388.0	388.0	1	3379.0	388.0	Key words	2,64091	388	388.0	388.0	388.0	1	3379.0	388.0	2,64091	388	388.0	388.0	388.0	1	3379.0	388.0	468	468.0	468.0	468.0	1	3299.0	468.0	0	0	3299.0	3767.0	329,74	288,27
2555	91	16.0	Process	Theory	4820	179.0	76.0	428.0	27	21745.0	152.0	Exercise	2,48481	4108	187.0	76.0	428.0	22	22605.0	76.0	2,47384	11764	2941.0	328.0	5984.0	4	21745.0	3384.0	11856	2964.0	372.0	6032.0	4	21745.0	3384.0	0	13	25469.0	25841.0	218,15	63,82
2553	91	16.0	Process	Example	11472	209.0	72.0	472.0	55	261.0	96.0	Exercise	2,55571	10512	219.0	92.0	472.0	48	261.0	96.0	2,55666	15892	3973.0	240.0	14612.0	4	261.0	512.0	16044	4011.0	252.0	14612.0	4	185.0	588.0	0	46	185.0	773.0	203,68	111
2554	91	16.0	Process	Exercise	12676	192.0	60.0	580.0	66	39784.0	72.0	Exercise	2,67532	10352	199.0	60.0	580.0	52	39948.0	96.0	2,66717	25979	25979.0	25979.0	25979.0	1	39784.0	25979.0	25979	25979.0	25979.0	25979.0	1	39784.0	25979.0	0	47				
2557	91	19.0	Input	Illustrations	860	143.0	80.0	184.0	6	694.0	184.0	Illustrations	2,62194	596	149.0	128.0	180.0	4	890.0	180.0	2,61324	1156	578.0	312.0	844.0	2	694.0	844.0	1200	600.0	356.0	844.0	2	694.0	844.0	0	3	3142.0	3498.0	137,09	128,42
2556	91	19.0	Input	Key words	612	153.0	112.0	188.0	4	1950.0	140.0	Illustrations	2,46564	612	153.0	112.0	188.0	4	1950.0	140.0	2,46564	684	342.0	140.0	544.0	2	1950.0	140.0	732	366.0	152.0	580.0	2	1938.0	152.0	0	1		3142.0		137,09
2558	91	22.0	Process	Example	1508	151.0	80.0	408.0	10	25714.0	144.0	Example	2,50357	952	190.0	92.0	408.0	5	25714.0	144.0	2,4655	7296	3648.0	1008.0	6288.0	2	25714.0	1008.0	7504	3752.0	1216.0	6288.0	2	25506.0	1216.0	0	3	25506.0	26722.0	224,31	123
2559	91	22.0	Process	Exercise	17724	216.0	76.0	604.0	82	623.0	76.0	Example	2,62301	17648	218.0	76.0	604.0	81	1011.0	156.0	2,62197	20748	2964.0	544.0	6952.0	7	623.0	544.0	20908	2987.0	544.0	6984.0	7	623.0	544.0	0	71	2007.0	1167.0	98,15	149,58
2560	91	22.0	Process	Theory	2608	153.0	68.0	368.0	17	22906.0	140.0	Example	2,46291	2220	159.0	68.0	368.0	14	22906.0	140.0	2,46575	5500	1375.0	140.0	4680.0	4	22906.0	140.0	5664	1416.0	180.0	4684.0	4	22866.0	180.0	0	4	22866.0	23046.0	114,05	43,32
2561	91	25.0	Perception	Multiple choice question	7192	171.0	60.0	440.0	42	18472.0	164.0	Multiple choice question	2,51877	4536	197.0	64.0	440.0	23	18472.0	164.0	2,47163	35455	5909.0	248.0	17140.0	6	18472.0	2964.0	35599	5933.0	248.0	17140.0	6	18464.0	2972.0	0	10	22191.0		156,41	
2562	91	25.0	Perception	Supporting text	11104	188.0	68.0	620.0	59	280.0	144.0	Multiple choice question	2,58612	10200	196.0	68.0	620.0	52	280.0	144.0	2,59125	15948	2278.0	124.0	12716.0	7	280.0	564.0	16184	2312.0	124.0	12752.0	7	204.0	640.0	0	37	204.0	844.0	325,78	182,06
2564	91	28.0	Perception	Supporting text	0				0			Multiple choice question		0				0				0				0			0				0			0	0				
2563	91	28.0	Perception	Multiple choice question	13920	225.0	72.0	848.0	62	293.0	84.0	Multiple choice question	2,52838	12252	245.0	84.0	848.0	50	293.0	84.0	2,50735	24836	24836.0	24836.0	24836.0	1	293.0	24836.0	24892	24892.0	24892.0	24892.0	1	237.0	24892.0	0	47				
2566	91	31.0	Perception	Second additional material	2108	151.0	60.0	364.0	14	19641.0	160.0	First additional material	2,42544	1100	183.0	100.0	364.0	6	19641.0	160.0	2,37503	8260	1652.0	92.0	6312.0	5	19641.0	336.0	8336	1667.0	92.0	6312.0	5	19597.0	380.0	0	2	20865.0		83,92	
2565	91	31.0	Perception	First additional material	12387	234.0	23.0	556.0	53	318.0	64.0	First additional material	2,58583	10436	232.0	64.0	480.0	45	318.0	64.0	2,57866	14811	3703.0	23.0	13848.0	4	318.0	752.0	14991	3748.0	95.0	13848.0	4	210.0	860.0	0	40	210.0		143,87	
2567	91	31.0	Perception	Third additional material	2236	140.0	64.0	304.0	16	38141.0	92.0	First additional material	2,63242	988	141.0	64.0	232.0	7	39845.0	112.0	2,59926	5452	1817.0	92.0	4704.0	3	38141.0	92.0	5508	1836.0	92.0	4756.0	3	38141.0	92.0	0	1				
2569	92	4.0	Understanding	Summary	8204	161.0	64.0	496.0	51	6972.0	120.0	Table of contents	2,3242	8204	161.0	64.0	496.0	51	6972.0	120.0	2,3242	11212	2803.0	120.0	10464.0	4	6972.0	120.0	11340	2835.0	152.0	10484.0	4	6908.0	184.0	0	26	6908.0	21232.0	359,61	285,51
2568	92	4.0	Understanding	Table of contents	11027	172.0	60.0	544.0	64	1121.0	284.0	Table of contents	2,36106	10932	174.0	60.0	544.0	63	1121.0	284.0	2,36051	14895	4965.0	491.0	8616.0	3	1121.0	5788.0	14967	4989.0	527.0	8644.0	3	1113.0	5796.0	0	35	1113.0	6908.0	49,66	359,61
2571	92	7.0	Input	Illustrations	4344	155.0	60.0	432.0	28	233.0	100.0	Key words	2,36457	4344	155.0	60.0	432.0	28	233.0	100.0	2,36457	5388	599.0	188.0	1824.0	9	233.0	280.0	5640	627.0	196.0	1844.0	9	229.0	284.0	0	9	1061.0	513.0	91,97	99,06
2570	92	7.0	Input	Key words	6926	210.0	90.0	360.0	33	2981.0	112.0	Key words	2,43753	6836	214.0	104.0	360.0	32	2981.0	112.0	2,43644	7858	982.0	358.0	2464.0	8	2981.0	2464.0	8210	1026.0	390.0	2540.0	8	2905.0	2540.0	0	19	2905.0	5445.0	508,09	107,24
2574	92	10.0	Process	Theory	3668	175.0	64.0	348.0	21	8612.0	212.0	Example	2,38552	3668	175.0	64.0	348.0	21	8612.0	212.0	2,38552	5020	1673.0	104.0	4588.0	3	8612.0	328.0	5076	1692.0	116.0	4604.0	3	8584.0	356.0	0	13	8584.0	8940.0	111,79	43,48
2573	92	10.0	Process	Exercise	29683	182.0	64.0	484.0	163	5136.0	80.0	Example	2,35962	29683	182.0	64.0	484.0	163	5136.0	80.0	2,35962	35839	5120.0	72.0	24868.0	7	5136.0	304.0	36123	5160.0	120.0	24952.0	7	5132.0	308.0	0	123	16376.0	5440.0	469,28	88,18
2572	92	10.0	Process	Example	8942	190.0	34.0	456.0	47	5696.0	456.0	Example	2,43358	8908	194.0	60.0	456.0	46	5696.0	456.0	2,43357	11082	5541.0	456.0	10626.0	2	5696.0	456.0	11158	5579.0	500.0	10658.0	2	5652.0	500.0	0	39	5652.0	6152.0	300,95	439,53
2576	92	13.0	Input	Illustrations	1980	141.0	64.0	272.0	14	2816.0	132.0	Key words	2,3755	1980	141.0	64.0	272.0	14	2816.0	132.0	2,3755	2212	442.0	132.0	868.0	5	2816.0	500.0	2376	475.0	148.0	880.0	5	2764.0	552.0	0	8	2764.0	9344.0	393,69	320,6
2575	92	13.0	Input	Key words	2740	114.0	48.0	184.0	24	256.0	72.0	Key words	2,3412	2692	117.0	68.0	184.0	23	256.0	72.0	2,34031	4360	727.0	48.0	2508.0	6	256.0	2508.0	4580	763.0	96.0	2552.0	6	212.0	2552.0	0	5	6540.0	2764.0	70,2	393,69
2578	92	16.0	Process	Exercise	27807	217.0	64.0	572.0	128	21156.0	100.0	Exercise	2,35325	27807	217.0	64.0	572.0	128	21156.0	100.0	2,35325	32735	16368.0	1100.0	31635.0	2	21156.0	1100.0	32827	16414.0	1168.0	31659.0	2	21088.0	1168.0	0	107	21088.0	22256.0	397,81	324,8
2577	92	16.0	Process	Example	3352	168.0	64.0	312.0	20	3924.0	172.0	Exercise	2,32448	3352	168.0	64.0	312.0	20	3924.0	172.0	2,32448	4408	1102.0	84.0	3128.0	4	3924.0	172.0	4488	1122.0	108.0	3156.0	4	3904.0	192.0	0	13	3904.0		87,73	
2579	92	16.0	Process	Theory	3948	146.0	60.0	216.0	27	15240.0	172.0	Exercise	2,32443	3948	146.0	60.0	216.0	27	15240.0	172.0	2,32443	5848	5848.0	5848.0	5848.0	1	15240.0	5848.0	5852	5852.0	5852.0	5852.0	1	15236.0	5852.0	0	13		21088.0		397,81
2581	92	19.0	Input	Illustrations	1289	117.0	64.0	193.0	11	0.0	193.0	Illustrations	2,29298	1012	112.0	64.0	192.0	9	237.0	104.0	2,27453	1653	236.0	83.0	525.0	7	0.0	525.0	1809	258.0	95.0	525.0	7	0.0	525.0	0	1	6821.0	525.0	235,81	115,58
2580	92	19.0	Input	Key words	4040	252.0	76.0	504.0	16	2397.0	316.0	Illustrations	2,34294	4040	252.0	76.0	504.0	16	2397.0	316.0	2,34294	4552	1138.0	548.0	2544.0	4	2397.0	2544.0	4672	1168.0	560.0	2588.0	4	2353.0	2588.0	0	7	2353.0	6821.0	350,49	235,81
2582	92	22.0	Process	Example	6132	180.0	92.0	356.0	34	30778.0	108.0	Exercise	2,30326	6132	180.0	92.0	356.0	34	30778.0	108.0	2,30326	7640	7640.0	7640.0	7640.0	1	30778.0	7640.0	7692	7692.0	7692.0	7692.0	1	30726.0	7692.0	0	26		38417.0		369,51
2583	92	22.0	Process	Exercise	6185	177.0	68.0	348.0	35	10546.0	136.0	Exercise	2,27569	5916	179.0	68.0	348.0	33	10546.0	136.0	2,27348	7885	1126.0	104.0	3556.0	7	10546.0	136.0	8125	1161.0	112.0	3600.0	7	10518.0	164.0	0	13	10518.0	10682.0	100,36	39,79
2584	92	22.0	Process	Theory	3876	144.0	64.0	264.0	27	21114.0	96.0	Exercise	2,29773	3876	144.0	64.0	264.0	27	21114.0	96.0	2,29773	5452	1090.0	72.0	4332.0	5	21114.0	96.0	5700	1140.0	108.0	4364.0	5	21062.0	148.0	0	11	21062.0	21210.0	216,68	37,16
2585	92	25.0	Perception	Multiple choice question	19619	161.0	68.0	432.0	122	23921.0	92.0	Multiple choice question	2,32982	19500	161.0	68.0	432.0	121	23921.0	92.0	2,32939	26251	4375.0	92.0	11524.0	6	23921.0	92.0	26415	4403.0	100.0	11548.0	6	23913.0	100.0	0	72	41173.0	49201.0	144,08	110,83
2586	92	25.0	Perception	Supporting text	9152	155.0	64.0	352.0	59	7934.0	140.0	Multiple choice question	2,25567	8800	152.0	64.0	320.0	58	7934.0	140.0	2,25411	12508	1390.0	68.0	9628.0	9	7934.0	332.0	12920	1436.0	76.0	9660.0	9	7842.0	424.0	0	33	7842.0	8266.0	431,5	133
2588	92	28.0	Perception	Supporting text	10950	171.0	64.0	944.0	64	18789.0	132.0	Supporting text	2,34371	10836	172.0	64.0	944.0	63	18789.0	132.0	2,34392	14186	4729.0	982.0	9968.0	3	18789.0	3236.0	14294	4765.0	1010.0	10004.0	3	18745.0	3280.0	0	39	22577.0		190,15	
