	Participant ID	Slide Nr.	Learning Style Dimension	Content per AOI	Total_duration_of_fixations	Average_duration_of_fixations	Minimum_duration_of_fixations	Maximum_duration_of_fixations	Number_of_fixations	Time_to_first_fixation	Duration_of_first_fixation	Last_AOI_viewed	Average_pupil_diameter	Total_duration_of_whole_fixations	Average_duration_of_whole_fixations	Minimum_duration_of_whole_fixations	Maximum_duration_of_whole_fixations	Number_of_whole_fixations	Time_to_first_whole_fixation	Duration_of_first_whole_fixation	Average_whole-fixation_pupil_diameter	Total_duration_of_Visit	Average_duration_of_Visit	Minimum_duration_of_Visit	Maximum_duration_of_Visit	Number_of_Visits	Time_to_first_Visit	Duration_of_first_Visit	Total_duration_of_Glances	Average_duration_of_Glances	Minimum_duration_of_Glances	Maximum_duration_of_Glances	Number_of_Glances	Time_to_first_Glance	Duration_of_first_Glance	Number_of_mouse_clicks	Number_of_saccades_in_AOI	Time_to_entry_saccade	Time_to_exit_saccade	Peak_velocity_of_entry_saccade	Peak_velocity_of_exit_saccade
2587	92	28.0	Perception	Multiple choice question	5368	134.0	68.0	376.0	40	7306.0	268.0	Supporting text	2,24331	5228	134.0	68.0	376.0	39	7306.0	268.0	2,24312	10352	3451.0	804.0	8540.0	3	7306.0	1008.0	10520	3507.0	856.0	8596.0	3	7246.0	1068.0	0	10	7246.0		405,89	
2591	92	31.0	Perception	Third additional material	4160	198.0	72.0	448.0	21	8969.0	236.0	Third additional material	2,52144	4008	200.0	72.0	448.0	20	8969.0	236.0	2,51867	4891	1223.0	152.0	3844.0	4	8969.0	692.0	5051	1263.0	184.0	3896.0	4	8917.0	744.0	0	13	24433.0	9661.0	102,25	345,08
2589	92	31.0	Perception	First additional material	4620	149.0	64.0	308.0	31	9713.0	140.0	Third additional material	2,33322	4540	151.0	64.0	308.0	30	9713.0	140.0	2,3345	6344	1586.0	140.0	5772.0	4	9713.0	140.0	6528	1632.0	192.0	5776.0	4	9661.0	192.0	0	15	9661.0	9853.0	345,08	41,6
2590	92	31.0	Perception	Second additional material	4624	243.0	72.0	576.0	19	8257.0	120.0	Third additional material	2,56353	4624	243.0	72.0	576.0	19	8257.0	120.0	2,56353	5352	1338.0	120.0	4104.0	4	8257.0	120.0	5456	1364.0	128.0	4140.0	4	8249.0	128.0	0	9	20073.0	8377.0	275,35	151,32
2593	93	4.0	Understanding	Summary	9080	189.0	68.0	460.0	48	8758.0	148.0	Table of contents	3,11097	7688	214.0	88.0	460.0	36	8758.0	148.0	3,10394	16808	16808.0	16808.0	16808.0	1	8758.0	16808.0	16816	16816.0	16816.0	16816.0	1	8750.0	16816.0	0	31		25566.0		249,44
2592	93	4.0	Understanding	Table of contents	6660	196.0	64.0	416.0	34	846.0	96.0	Table of contents	3,18246	6044	216.0	80.0	416.0	28	2122.0	200.0	3,18133	8124	4062.0	280.0	7844.0	2	846.0	7844.0	8168	4084.0	324.0	7844.0	2	846.0	7844.0	0	27	25566.0		249,44	
2595	93	7.0	Input	Illustrations	3834	274.0	68.0	796.0	14	0.0	166.0	Key words	3,20985	3668	282.0	68.0	796.0	13	214.0	164.0	3,19966	4078	816.0	144.0	1250.0	5	0.0	1250.0	4210	842.0	184.0	1250.0	5	0.0	1250.0	0	9	1958.0	4618.0	186,41	180,91
2594	93	7.0	Input	Key words	3144	196.0	88.0	400.0	16	1290.0	132.0	Key words	3,22067	2952	211.0	108.0	400.0	14	1290.0	132.0	3,214	3404	681.0	212.0	1032.0	5	1290.0	668.0	3616	723.0	332.0	1068.0	5	1282.0	676.0	0	9	4618.0	1958.0	180,91	186,41
2598	93	10.0	Process	Theory	18539	221.0	76.0	584.0	84	0.0	204.0	Exercise	3,26247	18336	221.0	76.0	584.0	83	244.0	76.0	3,26216	21355	10678.0	3224.0	18131.0	2	0.0	18131.0	21411	10706.0	3280.0	18131.0	2	0.0	18131.0	0	73	48759.0	18131.0	350,7	154,41
2597	93	10.0	Process	Exercise	22380	243.0	84.0	508.0	92	18167.0	164.0	Exercise	3,11456	21940	241.0	84.0	508.0	91	18167.0	164.0	3,1162	25000	12500.0	2289.0	22712.0	2	18167.0	22712.0	25044	12522.0	2297.0	22748.0	2	18131.0	22748.0	0	85	18131.0	40879.0	154,41	283,65
2596	93	10.0	Process	Example	17996	234.0	80.0	424.0	77	40911.0	272.0	Exercise	3,14793	17996	234.0	80.0	424.0	77	40911.0	272.0	3,14793	20388	10194.0	7848.0	12540.0	2	40911.0	7848.0	20432	10216.0	7880.0	12552.0	2	40879.0	7880.0	0	69	40879.0	48759.0	283,65	350,7
2600	93	13.0	Input	Illustrations	5636	282.0	76.0	540.0	20	239.0	92.0	Key words	3,15814	5024	314.0	92.0	540.0	16	239.0	92.0	3,15771	6600	1320.0	92.0	4836.0	5	239.0	92.0	6772	1354.0	124.0	4892.0	5	207.0	124.0	0	12	207.0	331.0	192,25	205,56
2599	93	13.0	Input	Key words	5418	285.0	6.0	588.0	19	363.0	136.0	Key words	3,12695	5028	314.0	68.0	588.0	16	363.0	136.0	3,12759	5890	1178.0	68.0	3036.0	5	363.0	3036.0	6006	1201.0	96.0	3068.0	5	331.0	3068.0	0	12	331.0	3399.0	205,56	196,09
2603	93	16.0	Process	Theory	16773	230.0	60.0	584.0	73	0.0	194.0	Exercise	3,12494	15072	243.0	96.0	584.0	62	14253.0	408.0	3,12754	19781	6594.0	194.0	19180.0	3	0.0	194.0	19817	6606.0	194.0	19196.0	3	0.0	194.0	0	56	14233.0	194.0	82,6	243,72
2601	93	16.0	Process	Example	11376	228.0	84.0	472.0	50	430.0	188.0	Exercise	3,27271	10628	242.0	96.0	472.0	44	430.0	188.0	3,28017	14036	4679.0	192.0	13336.0	3	430.0	13336.0	14124	4708.0	220.0	13376.0	3	390.0	13376.0	0	38	390.0	15581.0	235,02	171,11
2602	93	16.0	Process	Exercise	30844	259.0	41.0	744.0	119	35857.0	172.0	Exercise	3,03778	30804	261.0	68.0	744.0	118	35857.0	172.0	3,03749	34248	34248.0	34248.0	34248.0	1	35857.0	34248.0	34256	34256.0	34256.0	34256.0	1	35849.0	34256.0	0	111				
2605	93	19.0	Input	Illustrations	2410	185.0	60.0	560.0	13	0.0	154.0	Key words	3,13817	2076	208.0	104.0	560.0	10	186.0	104.0	3,12022	2714	543.0	144.0	968.0	5	0.0	830.0	2810	562.0	164.0	1012.0	5	0.0	830.0	0	6	4698.0	830.0	326,65	217,23
2604	93	19.0	Input	Key words	4848	255.0	40.0	660.0	19	870.0	240.0	Key words	3,07978	4548	303.0	112.0	660.0	15	870.0	240.0	3,07387	5624	937.0	240.0	1904.0	6	870.0	240.0	5768	961.0	280.0	1916.0	6	830.0	280.0	0	9	830.0	1110.0	217,23	213,77
2606	93	22.0	Process	Example	16449	222.0	100.0	524.0	74	0.0	249.0	Exercise	3,10981	16200	222.0	100.0	524.0	73	30820.0	376.0	3,11038	18913	9456.0	249.0	18664.0	2	0.0	249.0	18929	9464.0	249.0	18680.0	2	0.0	249.0	0	65		249.0		352,88
2607	93	22.0	Process	Exercise	13913	236.0	64.0	644.0	59	473.0	192.0	Exercise	3,20764	11068	241.0	64.0	644.0	46	473.0	192.0	3,19389	16777	2796.0	576.0	11760.0	6	473.0	896.0	16953	2825.0	576.0	11780.0	6	425.0	944.0	0	35	425.0	14729.0	205,15	204
2608	93	22.0	Process	Theory	12324	224.0	108.0	696.0	55	305.0	120.0	Exercise	3,05024	12324	224.0	108.0	696.0	55	305.0	120.0	3,05024	14128	7064.0	120.0	14008.0	2	305.0	120.0	14192	7096.0	176.0	14016.0	2	249.0	176.0	0	49	249.0	425.0	352,88	205,15
2610	93	25.0	Perception	Supporting text	8656	180.0	60.0	440.0	48	980.0	128.0	Supporting text	3,1554	6268	216.0	88.0	440.0	29	1288.0	440.0	3,15093	19884	3314.0	172.0	16560.0	6	980.0	1124.0	20084	3347.0	196.0	16600.0	6	980.0	1124.0	0	22	44279.0	2104.0	321,2	211,92
2609	93	25.0	Perception	Multiple choice question	20724	230.0	88.0	628.0	90	0.0	164.0	Supporting text	3,07418	20072	233.0	88.0	628.0	86	23120.0	156.0	3,07458	23472	7824.0	852.0	21160.0	3	0.0	852.0	23504	7835.0	852.0	21176.0	3	0.0	852.0	0	76	23104.0	44279.0	61,33	321,2
2611	93	28.0	Perception	Multiple choice question	12688	219.0	76.0	468.0	58	414.0	220.0	Supporting text	3,23821	11804	227.0	76.0	468.0	52	414.0	220.0	3,23436	21796	21796.0	21796.0	21796.0	1	414.0	21796.0	21800	21800.0	21800.0	21800.0	1	410.0	21800.0	0	46		22209.0		65,25
2612	93	28.0	Perception	Supporting text	18065	282.0	100.0	1140.0	64	0.0	198.0	Supporting text	3,04663	17688	285.0	100.0	1140.0	62	254.0	100.0	3,04835	20213	10107.0	354.0	19859.0	2	0.0	354.0	20249	10125.0	354.0	19895.0	2	0.0	354.0	0	58	22485.0		159,37	
2613	93	31.0	Perception	First additional material	9760	244.0	76.0	828.0	40	547.0	172.0	Third additional material	3,3682	7904	255.0	76.0	828.0	31	547.0	172.0	3,35451	17632	17632.0	17632.0	17632.0	1	547.0	17632.0	17688	17688.0	17688.0	17688.0	1	491.0	17688.0	0	27	491.0		315,82	
2615	93	31.0	Perception	Third additional material	13506	196.0	64.0	544.0	69	0.0	319.0	Third additional material	3,12858	11380	211.0	100.0	544.0	54	39454.0	152.0	3,12706	22170	11085.0	319.0	21852.0	2	0.0	319.0	22218	11109.0	319.0	21900.0	2	0.0	319.0	0	50	39406.0	319.0	389,19	239,73
2614	93	31.0	Perception	Second additional material	8048	187.0	68.0	724.0	43	21102.0	104.0	Third additional material	3,14336	6744	225.0	80.0	724.0	30	21518.0	376.0	3,14405	18304	18304.0	18304.0	18304.0	1	21102.0	18304.0	18304	18304.0	18304.0	18304.0	1	21102.0	18304.0	0	25		39406.0		389,19
2617	94	4.0	Understanding	Summary	6688	171.0	64.0	316.0	39	19136.0	64.0	Table of contents	2,81313	4528	197.0	104.0	316.0	23	20200.0	280.0	2,829	9416	9416.0	9416.0	9416.0	1	19136.0	9416.0	9456	9456.0	9456.0	9456.0	1	19096.0	9456.0	0	26				
2616	94	4.0	Understanding	Table of contents	9180	173.0	64.0	384.0	53	481.0	92.0	Table of contents	2,72999	4496	187.0	72.0	304.0	24	4181.0	240.0	2,70469	18520	9260.0	96.0	18424.0	2	481.0	18424.0	18572	9286.0	148.0	18424.0	2	481.0	18424.0	0	24				
2618	94	7.0	Input	Key words	3467	151.0	51.0	300.0	23	1678.0	92.0	Key words	2,71371	640	160.0	92.0	284.0	4	5674.0	96.0	2,61588	5583	931.0	64.0	1504.0	6	1678.0	1504.0	5699	950.0	96.0	1544.0	6	1638.0	1544.0	0	2	1638.0		410,72	
2619	94	7.0	Input	Illustrations	3232	141.0	64.0	252.0	23	590.0	92.0	Key words	2,81281	484	161.0	92.0	252.0	3	590.0	92.0	2,78116	6380	1063.0	152.0	4536.0	6	590.0	1048.0	6480	1080.0	164.0	4536.0	6	570.0	1068.0	0	2		1638.0		410,72
2620	94	10.0	Process	Example	4260	112.0	60.0	236.0	38	54843.0	80.0	Exercise	2,68092	260	130.0	112.0	148.0	2	75146.0	148.0	2,64435	27451	13726.0	112.0	27339.0	2	54843.0	27339.0	27483	13742.0	144.0	27339.0	2	54843.0	27339.0	0	1	86146.0		296,82	
2621	94	10.0	Process	Exercise	3288	94.0	60.0	184.0	35	22787.0	68.0	Exercise	2,6993	108	108.0	108.0	108.0	1	37107.0	108.0	2,65085	35607	7121.0	84.0	26188.0	5	22787.0	1912.0	35627	7125.0	84.0	26188.0	5	22767.0	1932.0	0	1		86146.0		296,82
2622	94	10.0	Process	Theory	4308	135.0	64.0	260.0	32	396.0	80.0	Exercise	2,80058	2144	179.0	64.0	260.0	12	3768.0	196.0	2,78087	22688	11344.0	1012.0	21676.0	2	396.0	21676.0	22688	11344.0	1012.0	21676.0	2	396.0	21676.0	0	11				
2623	94	13.0	Input	Key words	2796	147.0	64.0	400.0	19	0.0	240.0	Key words	2,72942	88	88.0	88.0	88.0	1	4864.0	88.0	2,70998	4288	476.0	124.0	908.0	9	0.0	584.0	4356	484.0	160.0	908.0	9	0.0	584.0	0	3	7284.0		144,48	
2624	94	13.0	Input	Illustrations	3768	171.0	64.0	496.0	22	1444.0	88.0	Key words	2,63876	356	356.0	356.0	356.0	1	9356.0	356.0	2,58195	5996	666.0	88.0	1204.0	9	1444.0	1056.0	6020	669.0	88.0	1204.0	9	1444.0	1056.0	0	4		7284.0		144,48
2627	94	16.0	Process	Theory	10468	169.0	72.0	316.0	62	26445.0	168.0	Example	2,62426	7764	189.0	104.0	316.0	41	26817.0	144.0	2,62479	24132	24132.0	24132.0	24132.0	1	26445.0	24132.0	24132	24132.0	24132.0	24132.0	1	26445.0	24132.0	0	44				
2625	94	16.0	Process	Example	7412	165.0	60.0	472.0	45	1769.0	168.0	Example	2,77074	4900	196.0	72.0	472.0	25	8009.0	200.0	2,77472	23484	11742.0	60.0	23424.0	2	1769.0	23424.0	23484	11742.0	60.0	23424.0	2	1769.0	23424.0	0	20				
2626	94	16.0	Process	Exercise	6192	107.0	60.0	264.0	58	52744.0	92.0	Example	2,65494	1100	157.0	88.0	264.0	7	55544.0	88.0	2,65295	31775	10592.0	96.0	27303.0	3	52744.0	27303.0	31775	10592.0	96.0	27303.0	3	52744.0	27303.0	0	5				
2628	94	19.0	Input	Key words	1244	138.0	76.0	184.0	9	1635.0	76.0	Illustrations	2,62972	124	124.0	124.0	124.0	1	7322.0	124.0	2,52091	2328	466.0	168.0	924.0	5	1635.0	520.0	2352	470.0	168.0	924.0	5	1611.0	544.0	0	0				
2629	94	19.0	Input	Illustrations	1459	104.0	20.0	172.0	14	787.0	156.0	Illustrations	2,72752	0				0				3655	609.0	68.0	2283.0	6	787.0	156.0	3695	616.0	68.0	2283.0	6	787.0	156.0	0	0				
2630	94	22.0	Process	Example	1392	107.0	64.0	160.0	13	50075.0	96.0	Exercise	2,64223	128	128.0	128.0	128.0	1	50199.0	128.0	2,63675	17432	17432.0	17432.0	17432.0	1	50075.0	17432.0	17432	17432.0	17432.0	17432.0	1	50075.0	17432.0	0	2				
2631	94	22.0	Process	Exercise	10252	137.0	64.0	332.0	75	884.0	116.0	Exercise	2,79324	1472	164.0	96.0	272.0	9	9268.0	168.0	2,76697	38856	12952.0	121.0	27495.0	3	884.0	27495.0	38896	12965.0	121.0	27535.0	3	844.0	27535.0	0	12		80074.0		124,08
2632	94	22.0	Process	Theory	1272	127.0	72.0	204.0	10	30739.0	72.0	Exercise	2,62798	0				0				13508	6754.0	152.0	13356.0	2	30739.0	13356.0	13516	6758.0	152.0	13364.0	2	30731.0	13364.0	0	0				
2633	94	25.0	Perception	Multiple choice question	6552	131.0	64.0	256.0	50	32417.0	176.0	Supporting text	2,65159	1360	151.0	68.0	224.0	9	36073.0	152.0	2,64682	22628	11314.0	388.0	22240.0	2	32417.0	22240.0	22628	11314.0	388.0	22240.0	2	32417.0	22240.0	0	10				
2634	94	25.0	Perception	Supporting text	7132	130.0	64.0	436.0	55	754.0	152.0	Supporting text	2,81637	2612	187.0	76.0	436.0	14	4161.0	96.0	2,83847	30739	15370.0	112.0	30627.0	2	754.0	30627.0	30767	15384.0	140.0	30627.0	2	754.0	30627.0	0	13				
2635	94	28.0	Perception	Multiple choice question	10130	147.0	64.0	528.0	69	0.0	194.0	Supporting text	2,78545	2000	182.0	72.0	528.0	11	230.0	72.0	2,77221	22058	22058.0	22058.0	22058.0	1	0.0	22058.0	22058	22058.0	22058.0	22058.0	1	0.0	22058.0	0	14				
2636	94	28.0	Perception	Supporting text	1452	145.0	64.0	236.0	10	22162.0	176.0	Supporting text	2,68228	516	172.0	132.0	236.0	3	22362.0	236.0	2,70921	2968	2968.0	2968.0	2968.0	1	22162.0	2968.0	2968	2968.0	2968.0	2968.0	1	22162.0	2968.0	0	2				
2638	94	31.0	Perception	Second additional material	472	118.0	64.0	176.0	4	11720.0	176.0	Third additional material	2,72999	0				0				4264	4264.0	4264.0	4264.0	1	11720.0	4264.0	4264	4264.0	4264.0	4264.0	1	11720.0	4264.0	0	0				
2637	94	31.0	Perception	First additional material	688	98.0	64.0	156.0	7	636.0	64.0	Third additional material	2,84273	0				0				10528	10528.0	10528.0	10528.0	1	636.0	10528.0	10528	10528.0	10528.0	10528.0	1	636.0	10528.0	0	0				
2639	94	31.0	Perception	Third additional material	1340	96.0	60.0	164.0	14	16884.0	68.0	Third additional material	2,66926	0				0				10768	10768.0	10768.0	10768.0	1	16884.0	10768.0	10776	10776.0	10776.0	10776.0	1	16876.0	10776.0	0	0				
2640	95	4.0	Understanding	Table of contents	4144	153.0	60.0	324.0	27	1830.0	152.0	Summary	2,95205	212	212.0	212.0	212.0	1	4394.0	212.0	3,03626	10064	10064.0	10064.0	10064.0	1	1830.0	10064.0	10064	10064.0	10064.0	10064.0	1	1830.0	10064.0	0	4				
2641	95	4.0	Understanding	Summary	6229	178.0	60.0	464.0	35	12582.0	60.0	Summary	2,91022	1472	210.0	60.0	464.0	7	12582.0	60.0	2,98052	13349	3337.0	60.0	9541.0	4	12582.0	60.0	13465	3366.0	80.0	9581.0	4	12562.0	80.0	0	5	15546.0	12642.0	137,6	87,16
2642	95	7.0	Input	Key words	1732	173.0	88.0	428.0	10	3557.0	96.0	Key words	2,84512	824	165.0	92.0	288.0	5	4465.0	168.0	2,84476	2116	353.0	132.0	764.0	6	3557.0	284.0	2300	383.0	156.0	812.0	6	3557.0	284.0	0	1	4421.0		235,03	
2643	95	7.0	Input	Illustrations	3932	246.0	116.0	636.0	16	401.0	116.0	Key words	2,80208	1248	178.0	116.0	280.0	7	401.0	116.0	2,79231	5764	823.0	116.0	2104.0	7	401.0	116.0	5876	839.0	180.0	2136.0	7	337.0	180.0	0	3		4421.0		235,03
2644	95	10.0	Process	Example	8048	171.0	60.0	628.0	47	60402.0	284.0	Example	2,79844	2392	266.0	76.0	628.0	9	60402.0	284.0	2,79706	22952	22952.0	22952.0	22952.0	1	60402.0	22952.0	22984	22984.0	22984.0	22984.0	1	60370.0	22984.0	0	10				
2645	95	10.0	Process	Exercise	6132	123.0	60.0	428.0	50	25595.0	60.0	Example	2,78262	460	115.0	64.0	228.0	4	27199.0	228.0	2,79898	30756	15378.0	2420.0	28336.0	2	25595.0	2420.0	30788	15394.0	2452.0	28336.0	2	25563.0	2452.0	0	4				
2646	95	10.0	Process	Theory	10840	184.0	60.0	444.0	59	1463.0	144.0	Example	2,98282	7384	211.0	64.0	444.0	35	6903.0	196.0	2,9682	19044	9522.0	144.0	18900.0	2	1463.0	144.0	19044	9522.0	144.0	18900.0	2	1463.0	144.0	0	36				
2647	95	13.0	Input	Key words	532	106.0	84.0	156.0	5	657.0	92.0	Illustrations	3,31349	0				0				1776	592.0	84.0	1536.0	3	657.0	1536.0	1776	592.0	84.0	1536.0	3	657.0	1536.0	0	0				
2648	95	13.0	Input	Illustrations	852	122.0	60.0	188.0	7	2637.0	164.0	Illustrations	3,31563	0				0				2044	681.0	72.0	1884.0	3	2637.0	1884.0	2044	681.0	72.0	1884.0	3	2637.0	1884.0	0	0				
2649	95	16.0	Process	Example	3511	130.0	51.0	312.0	27	2490.0	112.0	Example	2,91936	636	127.0	80.0	212.0	5	11386.0	212.0	2,68964	11771	2943.0	148.0	10964.0	4	2490.0	500.0	11835	2959.0	148.0	10992.0	4	2490.0	500.0	0	2	76897.0		160,59	
2650	95	16.0	Process	Exercise	6916	154.0	64.0	492.0	45	40313.0	216.0	Example	2,81311	1876	268.0	84.0	492.0	7	55093.0	292.0	2,70394	33200	11067.0	112.0	32380.0	3	40313.0	708.0	33200	11067.0	112.0	32380.0	3	40313.0	708.0	0	5				
2651	95	16.0	Process	Theory	3272	121.0	64.0	252.0	27	3194.0	80.0	Example	2,82218	0				0				15372	7686.0	284.0	15088.0	2	3194.0	284.0	15388	7694.0	284.0	15104.0	2	3194.0	284.0	0	0				
2652	95	19.0	Input	Key words	320	107.0	68.0	132.0	3	1345.0	120.0	Key words	2,66754	0				0				2064	1032.0	132.0	1932.0	2	1345.0	1932.0	2084	1042.0	132.0	1952.0	2	1325.0	1952.0	0	0				
2653	95	19.0	Input	Illustrations	256	128.0	120.0	136.0	2	5117.0	120.0	Key words	2,5914	136	136.0	136.0	136.0	1	5369.0	136.0	2,6063	388	388.0	388.0	388.0	1	5117.0	388.0	388	388.0	388.0	388.0	1	5117.0	388.0	0	0				
2654	95	22.0	Process	Example	2592	130.0	64.0	284.0	20	50712.0	148.0	Example	2,82609	1388	154.0	72.0	284.0	9	51252.0	172.0	2,69633	18756	18756.0	18756.0	18756.0	1	50712.0	18756.0	18756	18756.0	18756.0	18756.0	1	50712.0	18756.0	0	3				
2656	95	22.0	Process	Theory	9592	213.0	64.0	508.0	45	27300.0	356.0	Example	2,85975	9300	216.0	64.0	508.0	43	27300.0	356.0	2,85543	12264	4088.0	124.0	10964.0	3	27300.0	1176.0	12372	4124.0	152.0	10980.0	3	27236.0	1240.0	0	30	45492.0	28476.0	48,3	51,05
2655	95	22.0	Process	Exercise	8148	177.0	60.0	568.0	46	3732.0	192.0	Example	3,00472	3668	262.0	100.0	568.0	14	3732.0	192.0	2,94717	27536	5507.0	2472.0	12252.0	5	3732.0	6772.0	27696	5539.0	2492.0	12252.0	5	3704.0	6800.0	0	13	3704.0		113,04	
2658	95	25.0	Perception	Supporting text	6288	157.0	60.0	428.0	40	4422.0	144.0	Multiple choice question	3,22354	1984	165.0	88.0	420.0	12	10318.0	420.0	3,27892	24756	24756.0	24756.0	24756.0	1	4422.0	24756.0	24756	24756.0	24756.0	24756.0	1	4422.0	24756.0	0	12				
2657	95	25.0	Perception	Multiple choice question	3432	132.0	60.0	576.0	26	32550.0	120.0	Multiple choice question	2,99235	576	576.0	576.0	576.0	1	34474.0	576.0	2,94399	20944	20944.0	20944.0	20944.0	1	32550.0	20944.0	20944	20944.0	20944.0	20944.0	1	32550.0	20944.0	0	1				
2660	95	28.0	Perception	Supporting text	648	130.0	76.0	196.0	5	43818.0	76.0	Supporting text	2,87268	0				0				7464	7464.0	7464.0	7464.0	1	43818.0	7464.0	7464	7464.0	7464.0	7464.0	1	43818.0	7464.0	0	0				
2659	95	28.0	Perception	Multiple choice question	3672	118.0	60.0	236.0	31	4398.0	68.0	Supporting text	2,93631	200	200.0	200.0	200.0	1	20730.0	200.0	2,97647	26068	6517.0	68.0	23860.0	4	4398.0	68.0	26068	6517.0	68.0	23860.0	4	4398.0	68.0	0	3				
2662	95	31.0	Perception	Second additional material	0				0					0				0				0				0			0				0			0	0				
2661	95	31.0	Perception	First additional material	0				0					0				0				0				0			0				0			0	0				
2663	95	31.0	Perception	Third additional material	0				0					0				0				0				0			0				0			0	0				
2664	96	4.0	Understanding	Table of contents	11808	169.0	60.0	356.0	70	583.0	192.0	Table of contents	2,75382	8648	180.0	64.0	316.0	48	583.0	192.0	2,74842	23604	3372.0	944.0	9332.0	7	583.0	8004.0	23984	3426.0	1016.0	9416.0	7	559.0	8028.0	0	38	24990.0	8587.0	431,46	349,63
2665	96	4.0	Understanding	Summary	19728	186.0	68.0	452.0	106	8655.0	184.0	Table of contents	2,69329	19728	186.0	68.0	452.0	106	8655.0	184.0	2,69329	22640	2830.0	288.0	14544.0	8	8655.0	1212.0	22996	2874.0	320.0	14568.0	8	8587.0	1280.0	0	96	8587.0	9867.0	349,63	430,46
2666	96	7.0	Input	Key words	5116	197.0	68.0	500.0	26	2801.0	220.0	Key words	2,74375	4112	216.0	148.0	500.0	19	2801.0	220.0	2,75745	7316	813.0	140.0	2872.0	9	2801.0	872.0	7564	840.0	140.0	2872.0	9	2717.0	956.0	0	12	2717.0	3673.0	493,91	205,84
2667	96	7.0	Input	Illustrations	5304	212.0	68.0	604.0	25	693.0	140.0	Key words	2,74458	3756	221.0	108.0	604.0	17	1385.0	160.0	2,73606	6200	620.0	80.0	2024.0	10	693.0	2024.0	6452	645.0	80.0	2036.0	10	681.0	2036.0	0	11	3673.0	2717.0	205,84	493,91
2668	96	10.0	Process	Example	3852	175.0	76.0	276.0	22	3899.0	212.0	Theory	2,83865	3440	181.0	76.0	276.0	19	3899.0	212.0	2,83611	5272	1757.0	656.0	3840.0	3	3899.0	656.0	5388	1796.0	680.0	3900.0	3	3875.0	680.0	0	16	3875.0	4555.0	87,76	373,42
2669	96	10.0	Process	Exercise	17192	165.0	68.0	368.0	104	4595.0	180.0	Theory	2,78417	13152	175.0	84.0	368.0	75	4595.0	180.0	2,78769	42935	7156.0	180.0	39987.0	6	4595.0	180.0	43135	7189.0	220.0	39987.0	6	4555.0	220.0	0	70	4555.0	4775.0	373,42	221,55
2670	96	10.0	Process	Theory	10028	179.0	72.0	480.0	56	535.0	120.0	Theory	2,78371	8056	192.0	72.0	480.0	42	535.0	120.0	2,7823	17628	5876.0	88.0	15272.0	3	535.0	2268.0	17744	5915.0	116.0	15304.0	3	479.0	2324.0	0	36	479.0	2803.0	353,43	232,27
2671	96	13.0	Input	Key words	7353	194.0	64.0	496.0	38	2984.0	108.0	Key words	2,71308	5592	200.0	68.0	496.0	28	3768.0	232.0	2,72452	13829	1976.0	108.0	5656.0	7	2984.0	108.0	14069	2010.0	108.0	5720.0	7	2984.0	108.0	0	18	3728.0	4160.0	284,95	257,55
2672	96	13.0	Input	Illustrations	1088	155.0	76.0	364.0	7	2580.0	76.0	Key words	2,81122	500	250.0	136.0	364.0	2	4192.0	364.0	2,77823	1264	316.0	216.0	392.0	4	2580.0	216.0	1332	333.0	216.0	396.0	4	2580.0	216.0	0	0	4160.0	3728.0	257,55	284,95
2673	96	16.0	Process	Example	704	235.0	172.0	356.0	3	527.0	176.0	Exercise	3,01817	356	356.0	356.0	356.0	1	959.0	356.0	2,97866	788	788.0	788.0	788.0	1	527.0	788.0	788	788.0	788.0	788.0	1	527.0	788.0	0	1		1315.0		104,27
2675	96	16.0	Process	Theory	308	308.0	308.0	308.0	1	1711.0	308.0	Exercise	3,11315	0				0				308	308.0	308.0	308.0	1	1711.0	308.0	352	352.0	352.0	352.0	1	1667.0	352.0	0	0	1667.0		437,62	
2674	96	16.0	Process	Exercise	45359	187.0	64.0	680.0	243	2067.0	192.0	Exercise	2,822	35031	199.0	64.0	680.0	176	2275.0	112.0	2,81943	65683	32841.0	26968.0	38715.0	2	2067.0	26968.0	65703	32851.0	26968.0	38735.0	2	2067.0	26968.0	0	172	29355.0		43,09	
2677	96	19.0	Input	Illustrations	5660	162.0	68.0	396.0	35	3082.0	84.0	Illustrations	2,7233	3024	178.0	76.0	360.0	17	5102.0	360.0	2,73118	9860	986.0	84.0	3180.0	10	3082.0	524.0	10112	1011.0	132.0	3216.0	10	3082.0	524.0	0	10	5062.0	6914.0	212,07	251,85
2676	96	19.0	Input	Key words	4616	201.0	76.0	420.0	23	3814.0	84.0	Illustrations	2,77205	2408	201.0	76.0	416.0	12	3814.0	84.0	2,75191	6388	798.0	88.0	1700.0	8	3814.0	1248.0	6564	820.0	88.0	1724.0	8	3802.0	1260.0	0	8	6914.0	5062.0	251,85	212,07
2680	96	22.0	Process	Theory	14144	152.0	60.0	308.0	93	1200.0	228.0	Theory	2,77019	9432	165.0	72.0	308.0	57	1756.0	140.0	2,75738	25840	6460.0	696.0	22220.0	4	1200.0	696.0	25952	6488.0	732.0	22260.0	4	1164.0	732.0	0	56	1164.0	1896.0	301,62	194,39
2678	96	22.0	Process	Example	4636	202.0	80.0	468.0	23	1924.0	468.0	Theory	2,79439	4636	202.0	80.0	468.0	23	1924.0	468.0	2,79439	6020	3010.0	876.0	5144.0	2	1924.0	876.0	6072	3036.0	904.0	5168.0	2	1896.0	904.0	0	18	1896.0	2800.0	194,39	215,96
